Rubro Económico|Subtipo Rubro Económico|Código Actividad Económica|Actividad Económica|Afecto a IVA|Categoría Tributaria|Disponible Internet
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE OTROS PRODUCTOS TEXTILES|139400|FABRICACIÓN DE CUERDAS, CORDELES, BRAMANTES Y REDES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE OTROS PRODUCTOS TEXTILES|139900|FABRICACIÓN DE OTROS PRODUCTOS TEXTILES N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL|141001|FABRICACIÓN DE PRENDAS DE VESTIR DE MATERIALES TEXTILES Y SIMILARES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL|141002|FABRICACIÓN DE PRENDAS DE VESTIR DE CUERO NATURAL O ARTIFICIAL|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL|141003|FABRICACIÓN DE ACCESORIOS DE VESTIR|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL|141004|FABRICACIÓN DE ROPA DE TRABAJO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE ARTÍCULOS DE PIEL|142000|FABRICACIÓN DE ARTÍCULOS DE PIEL|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE ARTÍCULOS DE PUNTO Y GANCHILLO|143000|FABRICACIÓN DE ARTÍCULOS DE PUNTO Y GANCHILLO|SI|1|SI
INDUSTRIA MANUFACTURERA|CURTIDO Y ADOBO DE CUEROS; FABRICACIÓN PRODUCTOS DE CUERO; ADOBO Y TEÑIDO DE PIELES|151100|CURTIDO Y ADOBO DE CUEROS; ADOBO Y TEÑIDO DE PIELES|SI|1|SI
INDUSTRIA MANUFACTURERA|CURTIDO Y ADOBO DE CUEROS; FABRICACIÓN PRODUCTOS DE CUERO; ADOBO Y TEÑIDO DE PIELES|151200|FABRICACIÓN DE MALETAS, BOLSOS Y ARTÍCULOS SIMILARES, ARTÍCULOS DE TALABARTERÍA Y GUARNICIONERÍA|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE CALZADO|152000|FABRICACIÓN DE CALZADO|SI|1|SI
INDUSTRIA MANUFACTURERA|ASERRADO Y ACEPILLADURA DE MADERA|161000|ASERRADO Y ACEPILLADURA DE MADERA|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS DE MADERA, CORCHO, PAJA Y MATERIALES TRENZABLES|162100|FABRICACIÓN DE HOJAS DE MADERA PARA ENCHAPADO Y TABLEROS A BASE DE MADERA|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS DE MADERA, CORCHO, PAJA Y MATERIALES TRENZABLES|162200|FABRICACIÓN DE PARTES Y PIEZAS DE CARPINTERÍA PARA EDIFICIOS Y CONSTRUCCIONES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS DE MADERA, CORCHO, PAJA Y MATERIALES TRENZABLES|162300|FABRICACIÓN DE RECIPIENTES DE MADERA|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS DE MADERA, CORCHO, PAJA Y MATERIALES TRENZABLES|162900|FABRICACIÓN DE OTROS PRODUCTOS DE MADERA, DE ARTÍCULOS DE CORCHO, PAJA Y MATERIALES TRENZABLES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL|170110|FABRICACIÓN DE CELULOSA Y OTRAS PASTAS DE MADERA|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL|170190|FABRICACIÓN DE PAPEL Y CARTÓN PARA SU POSTERIOR USO INDUSTRIAL N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL|170200|FABRICACIÓN DE PAPEL Y CARTÓN ONDULADO Y DE ENVASES DE PAPEL Y CARTÓN|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL|170900|FABRICACIÓN DE OTROS ARTÍCULOS DE PAPEL Y CARTÓN|SI|1|SI
INDUSTRIA MANUFACTURERA|IMPRESIÓN Y ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESIÓN|181101|IMPRESIÓN DE LIBROS|SI|1|SI
INDUSTRIA MANUFACTURERA|IMPRESIÓN Y ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESIÓN|181109|OTRAS ACTIVIDADES DE IMPRESIÓN N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|IMPRESIÓN Y ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESIÓN|181200|ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESIÓN|SI|1|SI
INDUSTRIA MANUFACTURERA|REPRODUCCIÓN DE GRABACIONES|182000|REPRODUCCIÓN DE GRABACIONES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS DE HORNOS DE COQUE|191000|FABRICACIÓN DE PRODUCTOS DE HORNOS DE COQUE|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS DE LA REFINACIÓN DEL PETRÓLEO|192000|FABRICACIÓN DE PRODUCTOS DE LA REFINACIÓN DEL PETRÓLEO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN SUSTANCIAS QUÍMICAS BÁSICAS, ABONOS Y COMPUESTOS DE NITRÓGENO, PLÁSTICOS Y CAUCHO SINT.|201101|FABRICACIÓN DE CARBÓN VEGETAL (EXCEPTO ACTIVADO); FABRICACIÓN DE BRIQUETAS DE CARBÓN VEGETAL|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN SUSTANCIAS QUÍMICAS BÁSICAS, ABONOS Y COMPUESTOS DE NITRÓGENO, PLÁSTICOS Y CAUCHO SINT.|201109|FABRICACIÓN DE OTRAS SUSTANCIAS QUÍMICAS BÁSICAS N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN SUSTANCIAS QUÍMICAS BÁSICAS, ABONOS Y COMPUESTOS DE NITRÓGENO, PLÁSTICOS Y CAUCHO SINT.|201200|FABRICACIÓN DE ABONOS Y COMPUESTOS DE NITRÓGENO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN SUSTANCIAS QUÍMICAS BÁSICAS, ABONOS Y COMPUESTOS DE NITRÓGENO, PLÁSTICOS Y CAUCHO SINT.|201300|FABRICACIÓN DE PLÁSTICOS Y CAUCHO SINTÉTICO EN FORMAS PRIMARIAS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS|202100|FABRICACIÓN DE PLAGUICIDAS Y OTROS PRODUCTOS QUÍMICOS DE USO AGROPECUARIO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS|202200|FABRICACIÓN DE PINTURAS, BARNICES Y PRODUCTOS DE REVESTIMIENTO, TINTAS DE IMPRENTA Y MASILLAS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS|202300|FABRICACIÓN DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR, PERFUMES Y PREPARADOS DE TOCADOR|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS|202901|FABRICACIÓN DE EXPLOSIVOS Y PRODUCTOS PIROTÉCNICOS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS|202909|FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE FIBRAS ARTIFICIALES|203000|FABRICACIÓN DE FIBRAS ARTIFICIALES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS|210000|FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS DE CAUCHO|221100|FABRICACIÓN DE CUBIERTAS Y CÁMARAS DE CAUCHO; RECAUCHUTADO Y RENOVACIÓN DE CUBIERTAS DE CAUCHO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS DE CAUCHO|221900|FABRICACIÓN DE OTROS PRODUCTOS DE CAUCHO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS DE PLÁSTICO|222000|FABRICACIÓN DE PRODUCTOS DE PLÁSTICO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE VIDRIO Y PRODUCTOS DE VIDRIO|231001|FABRICACIÓN DE VIDRIO PLANO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE VIDRIO Y PRODUCTOS DE VIDRIO|231002|FABRICACIÓN DE VIDRIO HUECO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE VIDRIO Y PRODUCTOS DE VIDRIO|231003|FABRICACIÓN DE FIBRAS DE VIDRIO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE VIDRIO Y PRODUCTOS DE VIDRIO|231009|FABRICACIÓN DE PRODUCTOS DE VIDRIO N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS MINERALES NO METÁLICOS N.C.P.|239100|FABRICACIÓN DE PRODUCTOS REFRACTARIOS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS MINERALES NO METÁLICOS N.C.P.|239200|FABRICACIÓN DE MATERIALES DE CONSTRUCCIÓN DE ARCILLA|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS MINERALES NO METÁLICOS N.C.P.|239300|FABRICACIÓN DE OTROS PRODUCTOS DE PORCELANA Y DE CERÁMICA|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS MINERALES NO METÁLICOS N.C.P.|239400|FABRICACIÓN DE CEMENTO, CAL Y YESO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS MINERALES NO METÁLICOS N.C.P.|239500|FABRICACIÓN DE ARTÍCULOS DE HORMIGÓN, CEMENTO Y YESO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS MINERALES NO METÁLICOS N.C.P.|239600|CORTE, TALLA Y ACABADO DE LA PIEDRA|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS MINERALES NO METÁLICOS N.C.P.|239900|FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|INDUSTRIAS BÁSICAS DE HIERRO Y ACERO|241000|INDUSTRIAS BÁSICAS DE HIERRO Y ACERO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y OTROS METALES NO FERROSOS|242001|FABRICACIÓN DE PRODUCTOS PRIMARIOS DE COBRE|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y OTROS METALES NO FERROSOS|242002|FABRICACIÓN DE PRODUCTOS PRIMARIOS DE ALUMINIO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y OTROS METALES NO FERROSOS|242009|FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y DE OTROS METALES NO FERROSOS N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|FUNDICIÓN DE METALES|243100|FUNDICIÓN DE HIERRO Y ACERO|SI|1|SI
INDUSTRIA MANUFACTURERA|FUNDICIÓN DE METALES|243200|FUNDICIÓN DE METALES NO FERROSOS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS METÁLICOS PARA USO ESTRUCTURAL, TANQUES, DEPÓSITOS, RECIPIENTES DE METAL|251100|FABRICACIÓN DE PRODUCTOS METÁLICOS PARA USO ESTRUCTURAL|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS METÁLICOS PARA USO ESTRUCTURAL, TANQUES, DEPÓSITOS, RECIPIENTES DE METAL|251201|FABRICACIÓN DE RECIPIENTES DE METAL PARA GASES COMPRIMIDOS O LICUADOS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS METÁLICOS PARA USO ESTRUCTURAL, TANQUES, DEPÓSITOS, RECIPIENTES DE METAL|251209|FABRICACIÓN DE TANQUES, DEPÓSITOS Y RECIPIENTES DE METAL N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PRODUCTOS METÁLICOS PARA USO ESTRUCTURAL, TANQUES, DEPÓSITOS, RECIPIENTES DE METAL|251300|FABRICACIÓN DE GENERADORES DE VAPOR, EXCEPTO CALDERAS DE AGUA CALIENTE PARA CALEFACCIÓN CENTRAL|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE ARMAS Y MUNICIONES|252000|FABRICACIÓN DE ARMAS Y MUNICIONES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL; ACTIVIDADES DE SERVICIOS DE TRABAJO DE METALES|259100|FORJA, PRENSADO, ESTAMPADO Y LAMINADO DE METALES; PULVIMETALURGIA|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL; ACTIVIDADES DE SERVICIOS DE TRABAJO DE METALES|259200|TRATAMIENTO Y REVESTIMIENTO DE METALES; MAQUINADO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL; ACTIVIDADES DE SERVICIOS DE TRABAJO DE METALES|259300|FABRICACIÓN DE ARTÍCULOS DE CUCHILLERÍA, HERRAMIENTAS DE MANO Y ARTÍCULOS DE FERRETERÍA|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL; ACTIVIDADES DE SERVICIOS DE TRABAJO DE METALES|259900|FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE COMPONENTES Y TABLEROS ELECTRÓNICOS|261000|FABRICACIÓN DE COMPONENTES Y TABLEROS ELECTRÓNICOS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE COMPUTADORES Y EQUIPO PERIFÉRICO|262000|FABRICACIÓN DE COMPUTADORES Y EQUIPO PERIFÉRICO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE EQUIPO DE COMUNICACIONES|263000|FABRICACIÓN DE EQUIPO DE COMUNICACIONES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE APARATOS ELECTRÓNICOS DE CONSUMO|264000|FABRICACIÓN DE APARATOS ELECTRÓNICOS DE CONSUMO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE EQUIPO DE MEDICIÓN, PRUEBA, NAVEGACIÓN Y CONTROL Y DE RELOJES|265100|FABRICACIÓN DE EQUIPO DE MEDICIÓN, PRUEBA, NAVEGACIÓN Y CONTROL|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE EQUIPO DE MEDICIÓN, PRUEBA, NAVEGACIÓN Y CONTROL Y DE RELOJES|265200|FABRICACIÓN DE RELOJES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE EQUIPO DE IRRADIACIÓN Y EQUIPO ELECTRÓNICO DE USO MÉDICO Y TERAPÉUTICO|266000|FABRICACIÓN DE EQUIPO DE IRRADIACIÓN Y EQUIPO ELECTRÓNICO DE USO MÉDICO Y TERAPÉUTICO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE INSTRUMENTOS ÓPTICOS Y EQUIPO FOTOGRÁFICO|267000|FABRICACIÓN DE INSTRUMENTOS ÓPTICOS Y EQUIPO FOTOGRÁFICO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE SOPORTES MAGNÉTICOS Y ÓPTICOS|268000|FABRICACIÓN DE SOPORTES MAGNÉTICOS Y ÓPTICOS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MOTORES, GENERADORES Y TRANSFORMADORES ELÉCTRICOS, APARATOS DE DISTRIBUCIÓN Y CONTROL|271000|FABRICACIÓN DE MOTORES, GENERADORES Y TRANSFORMADORES ELÉCTRICOS, APARATOS DE DISTRIBUCIÓN Y CONTROL|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PILAS, BATERÍAS Y ACUMULADORES|272000|FABRICACIÓN DE PILAS, BATERÍAS Y ACUMULADORES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE CABLES Y DISPOSITIVOS DE CABLEADO|273100|FABRICACIÓN DE CABLES DE FIBRA ÓPTICA|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE CABLES Y DISPOSITIVOS DE CABLEADO|273200|FABRICACIÓN DE OTROS HILOS Y CABLES ELÉCTRICOS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE CABLES Y DISPOSITIVOS DE CABLEADO|273300|FABRICACIÓN DE DISPOSITIVOS DE CABLEADO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE EQUIPO ELÉCTRICO DE ILUMINACIÓN|274000|FABRICACIÓN DE EQUIPO ELÉCTRICO DE ILUMINACIÓN|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE APARATOS DE USO DOMÉSTICO|275000|FABRICACIÓN DE APARATOS DE USO DOMÉSTICO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE OTROS TIPOS DE EQUIPO ELÉCTRICO|279000|FABRICACIÓN DE OTROS TIPOS DE EQUIPO ELÉCTRICO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MAQUINARIA DE USO GENERAL|281100|FABRICACIÓN DE MOTORES Y TURBINAS, EXCEPTO PARA AERONAVES, VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MAQUINARIA DE USO GENERAL|281200|FABRICACIÓN DE EQUIPO DE PROPULSIÓN DE FLUIDOS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MAQUINARIA DE USO GENERAL|281300|FABRICACIÓN DE OTRAS BOMBAS, COMPRESORES, GRIFOS Y VÁLVULAS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MAQUINARIA DE USO GENERAL|281400|FABRICACIÓN DE COJINETES, ENGRANAJES, TRENES DE ENGRANAJES Y PIEZAS DE TRANSMISIÓN|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MAQUINARIA DE USO GENERAL|281500|FABRICACIÓN DE HORNOS, CALDERAS Y QUEMADORES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MAQUINARIA DE USO GENERAL|281600|FABRICACIÓN DE EQUIPO DE ELEVACIÓN Y MANIPULACIÓN|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MAQUINARIA DE USO GENERAL|281700|FABRICACIÓN DE MAQUINARIA Y EQUIPO DE OFICINA (EXCEPTO COMPUTADORES Y EQUIPO PERIFÉRICO)|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MAQUINARIA DE USO GENERAL|281800|FABRICACIÓN DE HERRAMIENTAS DE MANO MOTORIZADAS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MAQUINARIA DE USO GENERAL|281900|FABRICACIÓN DE OTROS TIPOS DE MAQUINARIA DE USO GENERAL|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MAQUINARIA DE USO ESPECIAL|282100|FABRICACIÓN DE MAQUINARIA AGROPECUARIA Y FORESTAL|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MAQUINARIA DE USO ESPECIAL|282200|FABRICACIÓN DE MAQUINARIA PARA LA CONFORMACIÓN DE METALES Y DE MÁQUINAS HERRAMIENTA|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MAQUINARIA DE USO ESPECIAL|282300|FABRICACIÓN DE MAQUINARIA METALÚRGICA|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MAQUINARIA DE USO ESPECIAL|282400|FABRICACIÓN DE MAQUINARIA PARA LA EXPLOTACIÓN DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCIÓN|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MAQUINARIA DE USO ESPECIAL|282500|FABRICACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS, BEBIDAS Y TABACO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MAQUINARIA DE USO ESPECIAL|282600|FABRICACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CUEROS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MAQUINARIA DE USO ESPECIAL|282900|FABRICACIÓN DE OTROS TIPOS DE MAQUINARIA DE USO ESPECIAL|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE VEHÍCULOS AUTOMOTORES|291000|FABRICACIÓN DE VEHÍCULOS AUTOMOTORES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE CARROCERÍAS PARA VEHÍCULOS AUTOMOTORES; FABRICACIÓN DE REMOLQUES Y SEMIRREMOLQUES|292000|FABRICACIÓN DE CARROCERÍAS PARA VEHÍCULOS AUTOMOTORES; FABRICACIÓN DE REMOLQUES Y SEMIRREMOLQUES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES|293000|FABRICACIÓN DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES|SI|1|SI
INDUSTRIA MANUFACTURERA|CONSTRUCCIÓN DE BUQUES Y OTRAS EMBARCACIONES|301100|CONSTRUCCIÓN DE BUQUES, EMBARCACIONES MENORES Y ESTRUCTURAS FLOTANTES|SI|1|SI
INDUSTRIA MANUFACTURERA|CONSTRUCCIÓN DE BUQUES Y OTRAS EMBARCACIONES|301200|CONSTRUCCIÓN DE EMBARCACIONES DE RECREO Y DE DEPORTE|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE LOCOMOTORAS Y MATERIAL RODANTE|302000|FABRICACIÓN DE LOCOMOTORAS Y MATERIAL RODANTE|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE AERONAVES, NAVES ESPACIALES Y MAQUINARIA CONEXA|303000|FABRICACIÓN DE AERONAVES, NAVES ESPACIALES Y MAQUINARIA CONEXA|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE VEHÍCULOS MILITARES DE COMBATE|304000|FABRICACIÓN DE VEHÍCULOS MILITARES DE COMBATE|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE EQUIPO DE TRANSPORTE N.C.P.|309100|FABRICACIÓN DE MOTOCICLETAS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE EQUIPO DE TRANSPORTE N.C.P.|309200|FABRICACIÓN DE BICICLETAS Y DE SILLAS DE RUEDAS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE EQUIPO DE TRANSPORTE N.C.P.|309900|FABRICACIÓN DE OTROS TIPOS DE EQUIPO DE TRANSPORTE N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MUEBLES|310001|FABRICACIÓN DE MUEBLES PRINCIPALMENTE DE MADERA|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE MUEBLES|310009|FABRICACIÓN DE COLCHONES; FABRICACIÓN DE OTROS MUEBLES N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE JOYAS, BISUTERÍA Y ARTÍCULOS CONEXOS|321100|FABRICACIÓN DE JOYAS Y ARTÍCULOS CONEXOS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE JOYAS, BISUTERÍA Y ARTÍCULOS CONEXOS|321200|FABRICACIÓN DE BISUTERÍA Y ARTÍCULOS CONEXOS|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE INSTRUMENTOS MUSICALES|322000|FABRICACIÓN DE INSTRUMENTOS MUSICALES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE ARTÍCULOS DE DEPORTE|323000|FABRICACIÓN DE ARTÍCULOS DE DEPORTE|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE JUEGOS Y JUGUETES|324000|FABRICACIÓN DE JUEGOS Y JUGUETES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE INSTRUMENTOS Y MATERIALES MÉDICOS Y ODONTOLÓGICOS|325001|ACTIVIDADES DE LABORATORIOS DENTALES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE INSTRUMENTOS Y MATERIALES MÉDICOS Y ODONTOLÓGICOS|325009|FABRICACIÓN DE INSTRUMENTOS Y MATERIALES MÉDICOS, OFTALMOLÓGICOS Y ODONTOLÓGICOS N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|OTRAS INDUSTRIAS MANUFACTURERAS N.C.P.|329000|OTRAS INDUSTRIAS MANUFACTURERAS N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL, MAQUINARIA Y EQUIPO|331100|REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL|SI|1|SI
INDUSTRIA MANUFACTURERA|REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL, MAQUINARIA Y EQUIPO|331201|REPARACIÓN DE MAQUINARIA AGROPECUARIA Y FORESTAL|SI|1|SI
INDUSTRIA MANUFACTURERA|REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL, MAQUINARIA Y EQUIPO|331202|REPARACIÓN DE MAQUINARIA METALÚRGICA, PARA LA MINERÍA, EXTRACCIÓN DE PETRÓLEO Y PARA LA CONSTRUCCIÓN|SI|1|SI
